instance,obj_value,time
n_6-euclidean_true,3087.0,0.659636575
n_14-euclidean_true,7712.999999999999,180.02202186
n_15-euclidean_true,6140.0,6.211733473
n_16-euclidean_true,9143.999999999998,27.84901674
n_17-euclidean_true,6697.999999330099,85.563223342
n_18-euclidean_true,10191.0,180.049633539
n_19-euclidean_true,6987.0,9.76968433
n_20-euclidean_true,9715.0,180.036210137
